$---------Stream NG1(1)---------------------
CO2_AN1	0.30	0.003	1	xfrac
CH4_AN1	0.07	0.0007	1	xfrac
N2_AN1	0.73	0.0073	1	xfrac
O2_AN1	0.19	0.0019	1	xfrac
$-------Stream FG1- PTag not found in data sheet-------
FU_FG1	424	4.2	1	KMOL/HR
TI3121	167.9	1.67	1	C
PIC3137	0.9	0.009	1	kg/cm2
CO2_FG1	0.1691	0.0016	1	xfrac
H2O_FG1	0.2014	0.0020	1	xfrac
N2_FG1	0.608	0.006	1	xfrac
O2_FG1	0.014	0.00014	1	xfrac
$-------Stream W4-----(FTag not found)---------------
FI3110	170	1.70	1	KMOL/HR
TU_W4	50	0.5	0	C
PU_W4	25	0.25	0	kg/cm2
$-------Stream ST8--------------
FU_ST8	235.66	2.35	1	KG/HR
TU_ST8	190	2	0	C
PU_ST8	30	0.3	0	kg/cm2
$-------Stream W5--------------------
FU_W5	235	2.35	1	KG/HR
TU_W5	30	0.5	0	C
PU_W5	25	0.25	0	kg/cm2
$-------Stream LT2-----------------------
FU_LT2	418	4.18	1	KMOl/HR
TU_LT2	95	0.95	0	C
PU_LT2	25.7	0.25	0	kg/cm2
H2_LT2	0.5532	0.0055	1	xfrac
CH4_LT2	0.0384	0.00038	1	xfrac
CO_LT2	0.0025	0.000025	1	xfrac
CO2_LT2	0.1397	0.0014	1	xfrac
H2O_LT2	0.2653	0.0026	1	xfrac
N2_LT2	0.0009	0.000009	1	xfrac
$-------Stream W6--------------------
FU_W6	109.3	1.09	1	KMOL/HR
TU_W6	95	0.95	0	C
PU_W6	25	0.25	0	kg/cm2
$----------from here on, we may need to redefine the flow sheet---
$-------Stream LT3(To be redefined later)-----------------------
FI3112	418	4.18	1	KMOL/HR
TI3142	27	0.27	1	C
PU_LT3	25.0	0.25	0	kg/cm2
AI3103A	0.7508	0.0075	1	xfrac
CH4_LT3	0.0519	0.0005	1	xfrac
CO_LT3	0.0034	0.000034	1	xfrac
CO2_LT3	0.1896	0.0019	1	xfrac
$-------Stream W7-----------------------
FI4119	284	2.84	1	KMOl/HR
TU_W7	95	0.95	0	C
PU_W7	25	0.25	0	kg/cm2
$-------Stream LT4-(Recycle to Furnace)PTag not found in data sheet---
FI3113	413.76	4.13	1	KMOL/HR
TU_LT4	25	0.25	0	C
PIC3156	25.0	0.25	1	kg/cm2
AI3103B	0.2981	0.0029	1	xfrac
CH4_LT4	0.1478	0.0014	1	xfrac
CO_LT4	0.0071	0.00007	1	xfrac
CO2_LT4	0.5362	0.0053	1	xfrac
$-------Stream LT5(H2 rich stream) PTag not found in data sheet--
FI3114	194.23	1.94	1	KMOL/HR
TU_LT5	95	0.95	0	C
PIC3160	22.0	0.22	1	kg/cm2
H2_LT5	0.99	0.0099	1	xfrac
AI3104CH4	0.000003	0.0000003	1	xfrac
AI3104CO	0.000003	0.0000003	1	xfrac
AI3104CO2	0.000001	0.0000001	1	xfrac
$-------Stream LT4a-----------------------
FU_LT4a	413.76	1.65	0	KMOl/HR
TU_LT4a	25	0.25	0	C
PU_LT4a	1.00	0.25	0	kg/cm2
H2_LT4a	0.2981	0.0029	0	xfrac
CH4_LT4a	0.1478	0.0029	0	xfrac
CO_LT4a	0.0071	0.00007	0	xfrac
CO2_LT4a	0.5362	0.0053	0	xfrac
$-------Stream H2(H2 to storage) (30)---FTag not found in data sheet-------
FIC3216	191	1.91	1	KMOl/HR
TU_H2	25	0.25	0	C
PU_H2	22.0	0.22	0	kg/cm2
H2_H2	0.99	0.0099	1	xfrac
CH4_H2	0.000003	0.0000003	1	xfrac
CO_H2	0.0000275	0.0000003	1	xfrac
CO2_H2	0.000421	0.000004	1	xfrac
